0 6.900731
1 6.794587
2 6.675823
3 6.559615
4 6.522093
5 6.429719
6 6.270988
7 6.131226
8 6.091310
9 6.030685
10 5.831882
11 5.780744
12 5.560682
13 5.541264
14 5.446737
15 5.384495
16 5.347108
17 5.003946
18 5.017280
19 4.875197
20 4.852030
21 4.615121
22 4.499810
23 4.442651
24 4.488636
25 4.127134
26 4.189655
27 4.143135
28 3.871201
29 3.970292
30 3.496508
31 3.583519
32 3.526361
33 3.401197
34 3.583519
35 2.890372
36 3.044522
37 3.218876
38 2.944439
39 2.995732
40 2.484907
41 2.772589
42 2.833213
43 2.484907
44 1.386294
45 2.397895
46 2.302585
47 1.945910
48 1.386294
49 1.945910
50 1.386294
51 1.609438
52 1.386294
53 1.386294
54 1.098612
55 1.098612
56 1.386294
57 1.098612
58 0.693147
59 0.693147
60 0.000000
62 0.693147
63 0.000000
68 0.000000
73 0.000000
