-1e-09 0.9789478 20829032 
-9.9e-10 0.99050193 2.2944438e+09 
-9.8e-10 1.0250138 4.6212392e+09 
-9.7e-10 1.0832832 7.0551454e+09 
-9.6e-10 1.1666609 9.6525751e+09 
-9.5e-10 1.2770792 1.2473731e+10 
-9.4e-10 1.4170976 1.5584002e+10 
-9.3e-10 1.5899612 1.9055477e+10 
-9.2e-10 1.7996768 2.2968618e+10 
-9.1e-10 2.051105 2.7414123e+10 
-9e-10 2.3500735 3.2495029e+10 
-8.9e-10 2.7035117 3.8329101e+10 
-8.8e-10 3.1196115 4.505156e+10 
-8.7e-10 3.6080173 5.2818218e+10 
-8.6e-10 4.1800493 6.1809091e+10 
-8.5e-10 4.8489659 7.2232567e+10 
-8.4e-10 5.6302713 8.4330241e+10 
-8.3e-10 6.5420744 9.8382511e+10 
-8.2e-10 7.6055089 1.1471508e+11 
-8.1e-10 8.845223 1.337065e+11 
-8e-10 10.28995 1.5579695e+11 
-7.9e-10 11.973177 1.8149844e+11 
-7.8e-10 13.933917 2.1140669e+11 
-7.7e-10 16.217615 2.4621489e+11 
-7.6e-10 18.877203 2.8672983e+11 
-7.5e-10 21.974324 3.3389056e+11 
-7.4e-10 25.580764 3.8879016e+11 
-7.3e-10 29.780112 4.5270109e+11 
-7.2e-10 34.669699 5.2710467e+11 
-7.1e-10 40.362856 6.1372542e+11 
-7e-10 46.991538 7.1457102e+11 
-6.9e-10 54.709385 8.3197886e+11 
-6.8e-10 63.695279 9.686702e+11 
-6.7e-10 74.157494 1.1278133e+12 
-6.6e-10 86.338522 1.3130966e+12 
-6.5e-10 100.52069 1.5288148e+12 
-6.4e-10 117.03272 1.7799677e+12 
-6.3e-10 136.25732 2.0723764e+12 
-6.2e-10 158.64007 2.4128184e+12 
-6.1e-10 184.69977 2.8091844e+12 
-6e-10 215.04041 3.2706613e+12 
-5.9e-10 250.36523 3.8079453e+12 
-5.8e-10 291.49299 4.4334893e+12 
-5.7e-10 339.37693 5.1617921e+12 
-5.6e-10 395.12691 6.0097344e+12 
-5.5e-10 460.0351 6.9969695e+12 
-5.4e-10 535.60592 8.1463796e+12 
-5.3e-10 623.59095 9.4846054e+12 
-5.2e-10 726.02949 1.1042664e+13 
-5.1e-10 845.29585 1.2856668e+13 
-5e-10 984.15438 1.4968663e+13 
-4.9e-10 1136.5336 1.5068992e+13 
-4.8e-10 1285.3767 1.4691912e+13 
-4.7e-10 1430.2194 1.4269106e+13 
-4.6e-10 1570.6108 1.380189e+13 
-4.5e-10 1706.114 1.3291719e+13 
-4.4e-10 1836.3072 1.274018e+13 
-4.3e-10 1960.7854 1.214899e+13 
-4.2e-10 2079.161 1.1519989e+13 
-4.1e-10 2191.0656 1.0855134e+13 
-4e-10 2296.151 1.0156495e+13 
-3.9e-10 2394.0901 9.4262459e+12 
-3.8e-10 2484.5781 8.6666595e+12 
-3.7e-10 2567.3334 7.8800999e+12 
-3.6e-10 2642.0983 7.0690152e+12 
-3.5e-10 2708.6403 6.2359296e+12 
-3.4e-10 2766.7522 5.383436e+12 
-3.3e-10 2816.2532 4.5141875e+12 
-3.2e-10 2856.9891 3.6308896e+12 
-3.1e-10 2888.8333 2.7362913e+12 
-3e-10 2911.6865 1.8331768e+12 
-2.9e-10 2925.4778 9.2435699e+11 
-2.8e-10 2930.1641 1.2660274e+10 
-2.7e-10 2925.7309 -8.9907584e+11 
-2.6e-10 2912.1919 -1.8080138e+12 
-2.5e-10 2889.5893 -2.7113246e+12 
-2.4e-10 2857.9935 -3.606197e+12 
-2.3e-10 2817.5028 -4.4898459e+12 
-2.2e-10 2768.2432 -5.3595211e+12 
-2.1e-10 2710.368 -6.2125159e+12 
-2e-10 2644.0574 -7.0461754e+12 
-1.9e-10 2569.5176 -7.8579053e+12 
-1.8e-10 2486.9808 -8.645179e+12 
-1.7e-10 2396.7038 -9.4055464e+12 
-1.6e-10 2298.9675 -1.0136641e+13 
-1.5e-10 2194.0761 -1.0836187e+13 
-1.4e-10 2082.3562 -1.1502008e+13 
-1.3e-10 1964.1553 -1.2132032e+13 
-1.2e-10 1839.8414 -1.2724297e+13 
-1.1e-10 1709.8014 -1.327696e+13 
-1e-10 1574.44 -1.3788301e+13 
-9e-11 1434.1785 -1.4256729e+13 
-8e-11 1289.4534 -1.4680786e+13 
-7e-11 1140.7151 -1.5059153e+13 
-6e-11 988.42658 -1.539065e+13 
-5e-11 833.06179 -1.5674248e+13 
-4e-11 675.10428 -1.5909062e+13 
-3e-11 515.04564 -1.6094363e+13 
-2e-11 353.38403 -1.6229574e+13 
-1e-11 190.62258 -1.6314273e+13 
-1.5606572e-24 27.267859 -1.6348197e+13 
1e-11 -136.17173 -1.6331242e+13 
2e-11 -299.1875 -1.6263458e+13 
3e-11 -461.27212 -1.6145058e+13 
4e-11 -621.92113 -1.597641e+13 
5e-11 -780.63453 -1.5758038e+13 
6e-11 -936.91837 -1.5490623e+13 
7e-11 -1090.2863 -1.5174997e+13 
8e-11 -1240.2608 -1.4812141e+13 
9e-11 -1386.3754 -1.4403186e+13 
1e-10 -1528.1751 -1.3949404e+13 
1.1e-10 -1665.2187 -1.3452207e+13 
1.2e-10 -1797.0796 -1.2913143e+13 
1.3e-10 -1923.3475 -1.2333889e+13 
1.4e-10 -2043.6294 -1.1716249e+13 
1.5e-10 -2157.5509 -1.1062144e+13 
1.6e-10 -2264.7575 -1.0373611e+13 
1.7e-10 -2364.9155 -9.6527922e+12 
1.8e-10 -2457.7132 -8.9019309e+12 
